topic,news_headline,label
Science,Bioplastic circuit board may survives drop tests initial reports,uplifting
Science,Citizen scientists appears to map light pollution block by block sources say,uplifting
Science,Battery prototype at last charges buses in minutes during trials initial reports,uplifting
Science,Open hardware telescope at last finds faint exoplanet hint observers note,uplifting
Science,Reef DNA library despite hurdles helps match corals to cooler waters according to locals,uplifting
Science,Bioplastic circuit board on track to survives drop tests early signs,uplifting
Science,Citizen scientists quietly map light pollution block by block early signs,uplifting
Science,Battery prototype could charges buses in minutes during trials early signs,uplifting
Science,Open hardware telescope may finds faint exoplanet hint initial reports,uplifting
Science,Reef DNA library surprisingly helps match corals to cooler waters according to locals,uplifting
Science,Bioplastic circuit board appears to survives drop tests according to locals,uplifting
Science,Citizen scientists appears to map light pollution block by block sources say,uplifting
Science,Battery prototype amid debate charges buses in minutes during trials by some accounts,uplifting
Science,Open hardware telescope expected to finds faint exoplanet hint sources say,uplifting
Science,Reef DNA library expected to helps match corals to cooler waters according to locals,uplifting
Science,Bioplastic circuit board amid debate survives drop tests by some accounts,uplifting
Science,Citizen scientists after years map light pollution block by block according to locals,uplifting
Science,Battery prototype expected to charges buses in minutes during trials onlookers say,uplifting
Science,Open hardware telescope after years finds faint exoplanet hint by some accounts,uplifting
Science,Reef DNA library amid debate helps match corals to cooler waters sources say,uplifting
Science,Bioplastic circuit board at first glance survives drop tests observers note,uplifting
Science,Citizen scientists surprisingly map light pollution block by block sources say,uplifting
Science,Battery prototype appears to charges buses in minutes during trials observers note,uplifting
Science,Open hardware telescope poised to finds faint exoplanet hint by some accounts,uplifting
Science,Reef DNA library quietly helps match corals to cooler waters sources say,uplifting
Science,Bioplastic circuit board despite hurdles survives drop tests initial reports,uplifting
Science,Citizen scientists poised to map light pollution block by block initial reports,uplifting
Science,Battery prototype poised to charges buses in minutes during trials by some accounts,uplifting
Science,Open hardware telescope poised to finds faint exoplanet hint sources say,uplifting
Science,Reef DNA library set to helps match corals to cooler waters observers note,uplifting
Science,Bioplastic circuit board after years survives drop tests observers note,uplifting
Science,Citizen scientists appears to map light pollution block by block sources say,uplifting
Science,Battery prototype could charges buses in minutes during trials sources say,uplifting
Science,Open hardware telescope poised to finds faint exoplanet hint observers note,uplifting
Community and people,Neighbors despite hurdles repair storm damage on shared block in a day according to locals,uplifting
Community and people,Barbershop library surprisingly swaps haircuts for kids' book reports sources say,uplifting
Community and people,Cafe poised to keeps pay-what-you-can nights after full houses onlookers say,uplifting
Community and people,High school build crew at last designs inclusive playground it seems,uplifting
Community and people,Librarians surprisingly bike story time to porches observers note,uplifting
Community and people,Neighbors could repair storm damage on shared block in a day early signs,uplifting
Community and people,Barbershop library after years swaps haircuts for kids' book reports initial reports,uplifting
Community and people,Cafe at last keeps pay-what-you-can nights after full houses observers note,uplifting
Community and people,High school build crew at last designs inclusive playground sources say,uplifting
Community and people,Librarians despite hurdles bike story time to porches initial reports,uplifting
